,,,,,,from days,from death,,,,,,,
6,1,1,10,214,1249730,5,7913,,,,,,,
12,2,2,20,214,1249730,5,7913,,,,,,,
24,1,0,17,213,1249730,4,7913,,,,,,,
8,1,2,2,213,1249731,4,7914,,,,,,,
13,2,2,15,214,1249731,5,7914,,,,,,,
16,2,1,6,213,1249731,4,7914,,,,,,,
21,1,0,23,213,1249731,4,7914,,,,,,,
19,1,0,10,213,1249732,4,7915,,,,,,,
15,2,1,7,213,1249733,4,7916,,,,,,,
23,1,0,9,213,1249733,4,7916,,,,,,,
20,2,1,0,213,1249734,4,7917,,,,,,,
19,1,0,9,213,1249735,4,7918,,,,,,,
19,2,1,1,213,1249735,4,7918,,,,,,,
24,1,0,14,213,1249735,4,7918,,,,,,,
23,1,0,18,213,1249736,4,7919,,,,,,,
1,0,1,22,214,1249737,5,7920,,,,,,,
12,2,2,21,214,1249737,5,7920,,,,,,,
14,2,1,10,213,1249737,4,7920,,,,,,,
21,1,0,19,213,1249737,4,7920,,,,,,,
6,1,1,24,214,1249738,5,7921,,,,,,,
22,1,0,12,213,1249738,4,7921,,,,,,,
13,2,1,12,213,1249740,4,7923,,,,,,,
14,2,1,8,214,1249740,5,7923,,,,,,,
18,1,0,8,213,1249740,4,7923,,,,,,,
21,1,0,16,213,1249740,4,7923,,,,,,,
22,1,0,21,213,1249740,4,7923,,,,,,,
1,0,1,9,214,1249742,5,7925,,,,,,,
1,0,1,12,214,1249742,5,7925,,,,,,,
2,0,2,18,214,1249742,5,7925,,,,,,,
2,0,2,24,214,1249742,5,7925,,,,,,,
14,2,1,9,213,1249742,4,7925,,,,,,,
21,1,0,17,213,1249742,4,7925,,,,,,,
23,1,0,19,213,1249742,4,7925,,,,,,,
14,2,1,22,213,1249743,4,7926,,,,,,,
16,2,1,7,213,1249743,4,7926,,,,,,,
13,2,1,23,213,1249744,4,7927,,,,,,,
23,1,0,11,213,1249744,4,7927,,,,,,,
12,2,2,23,214,1249745,5,7928,,,,,,,
15,2,1,19,213,1249745,4,7928,,,,,,,
21,1,0,12,213,1249745,4,7928,,,,,,,
13,2,2,10,213,1249746,4,7929,,,,,,,
18,1,0,23,213,1249748,4,7931,,,,,,,
20,1,0,18,213,1249748,4,7931,,,,,,,
7,1,2,8,213,1249749,4,7932,,,,,,,
16,1,0,13,213,1249749,4,7932,,,,,,,
19,1,0,12,213,1249749,4,7932,,,,,,,
8,1,1,1,213,1249750,4,7933,,,,,,,
15,2,2,3,213,1249750,4,7933,,,,,,,
16,2,2,2,213,1249750,4,7933,,,,,,,
17,1,0,13,213,1249750,4,7933,,,,,,,
21,1,0,21,213,1249750,4,7933,,,,,,,
7,1,1,3,213,1249751,4,7934,,,,,,,
13,2,2,7,213,1249751,4,7934,,,,,,,
14,2,2,6,213,1249751,4,7934,,,,,,,
20,1,0,8,213,1249751,4,7934,,,,,,,
23,1,0,24,213,1249751,4,7934,,,,,,,
6,1,1,11,214,1249754,5,7937,,,,,,,
12,2,2,22,214,1249754,5,7937,,,,,,,
16,1,0,12,213,1249754,4,7937,,,,,,,
19,1,0,18,213,1249755,4,7938,,,,,,,
21,1,0,9,213,1249755,4,7938,,,,,,,
22,1,0,7,213,1249755,4,7938,,,,,,,
22,1,0,15,213,1249755,4,7938,,,,,,,
22,1,0,14,213,1249756,4,7939,,,,,,,
14,2,2,5,213,1249757,4,7940,,,,,,,
20,1,0,22,213,1249757,4,7940,,,,,,,
22,1,0,17,213,1249757,4,7940,,,,,,,
24,1,0,5,213,1249757,4,7940,,,,,,,
21,1,0,22,213,1249759,4,7942,,,,,,,
23,1,0,6,213,1249759,4,7942,,,,,,,
13,2,1,15,213,1249761,4,7944,,,,,,,
13,2,2,12,214,1249761,5,7944,,,,,,,
7,1,1,2,213,1249762,4,7945,,,,,,,
14,2,2,4,213,1249762,4,7945,,,,,,,
17,2,1,3,213,1249762,4,7945,,,,,,,
6,1,1,21,213,1249763,4,7946,,,,,,,
21,1,0,11,213,1249763,4,7946,,,,,,,
15,1,0,13,213,1249764,4,7947,,,,,,,
16,1,0,21,213,1249764,4,7947,,,,,,,
17,2,2,0,213,1249766,4,7949,,,,,,,
20,1,0,15,213,1249766,4,7949,,,,,,,
24,1,0,19,213,1249766,4,7949,,,,,,,
14,2,1,14,213,1249767,4,7950,,,,,,,
14,2,1,20,213,1249767,4,7950,,,,,,,
22,1,0,16,213,1249768,4,7951,,,,,,,
23,1,0,23,213,1249768,4,7951,,,,,,,
13,2,1,18,213,1249769,4,7952,,,,,,,
22,1,0,8,213,1249769,4,7952,,,,,,,
22,1,0,9,213,1249769,4,7952,,,,,,,
24,1,0,13,213,1249769,4,7952,,,,,,,
19,1,0,13,213,1249770,4,7953,,,,,,,
24,1,0,10,213,1249770,4,7953,,,,,,,
6,1,1,8,214,1249771,5,7954,,,,,,,
12,2,2,16,214,1249771,5,7954,,,,,,,
18,1,0,22,213,1249771,4,7954,,,,,,,
6,1,2,20,214,1249772,5,7955,,,,,,,
9,1,2,0,213,1249772,4,7955,,,,,,,
17,1,0,22,213,1249772,4,7955,,,,,,,
21,1,0,10,213,1249772,4,7955,,,,,,,
6,1,2,19,214,1249773,5,7956,,,,,,,
1,0,1,11,214,1249774,5,7957,,,,,,,
2,0,2,22,214,1249774,5,7957,,,,,,,
18,2,1,1,213,1249774,4,7957,,,,,,,
24,1,0,11,213,1249774,4,7957,,,,,,,
14,2,1,15,213,1249775,4,7958,,,,,,,
20,1,0,17,213,1249775,4,7958,,,,,,,
21,1,0,8,213,1249775,4,7958,,,,,,,
18,1,0,13,213,1249776,4,7959,,,,,,,
19,1,0,6,213,1249776,4,7959,,,,,,,
20,1,0,23,213,1249776,4,7959,,,,,,,
20,1,0,21,213,1249777,4,7960,,,,,,,
6,1,2,23,214,1249778,5,7961,,,,,,,
21,1,0,13,213,1249779,4,7962,,,,,,,
20,1,0,12,213,1249781,4,7964,,,,,,,
14,2,1,11,213,1249782,4,7965,,,,,,,
23,1,0,5,213,1249782,4,7965,,,,,,,
12,1,0,21,213,1249783,4,7966,,,,,,,
17,1,0,9,213,1249784,4,7967,,,,,,,
1,0,1,10,214,1249785,5,7968,,,,,,,
2,0,2,20,214,1249785,5,7968,,,,,,,
19,1,0,15,213,1249785,4,7968,,,,,,,
19,1,0,21,213,1249786,4,7969,,,,,,,
19,1,0,24,213,1249786,4,7969,,,,,,,
1,0,1,13,214,1249787,5,7970,,,,,,,
12,2,2,11,213,1249787,4,7970,,,,,,,
24,1,0,23,213,1249787,4,7970,,,,,,,
13,2,1,24,213,1249788,4,7971,,,,,,,
18,1,0,18,213,1249788,4,7971,,,,,,,
18,1,0,6,213,1249790,4,7973,,,,,,,
19,1,0,19,213,1249790,4,7973,,,,,,,
24,1,0,4,213,1249790,4,7973,,,,,,,
12,2,2,13,214,1249791,5,7974,,,,,,,
17,1,0,18,213,1249791,4,7974,,,,,,,
19,2,1,0,213,1249791,4,7974,,,,,,,
23,1,0,10,213,1249791,4,7974,,,,,,,
6,1,1,9,214,1249792,5,7975,,,,,,,
12,2,2,18,214,1249792,5,7975,,,,,,,
24,1,0,24,213,1249792,4,7975,,,,,,,
15,2,1,4,213,1249793,4,7976,,,,,,,
16,1,0,19,213,1249793,4,7976,,,,,,,
17,1,0,23,213,1249793,4,7976,,,,,,,
21,1,0,18,213,1249793,4,7976,,,,,,,
6,1,2,14,213,1249794,4,7977,,,,,,,
15,2,1,5,213,1249794,4,7977,,,,,,,
16,2,2,1,213,1249794,4,7977,,,,,,,
16,2,1,3,213,1249796,4,7979,,,,,,,
20,1,0,6,213,1249796,4,7979,,,,,,,
16,2,1,4,213,1249797,4,7980,,,,,,,
16,1,0,20,213,1249798,4,7981,,,,,,,
22,1,0,4,213,1249798,4,7981,,,,,,,
22,1,0,19,213,1249799,4,7982,,,,,,,
16,1,0,23,213,1249801,4,7984,,,,,,,
2,0,2,21,214,1249802,5,7985,,,,,,,
12,2,1,17,213,1249802,4,7985,,,,,,,
17,1,0,14,213,1249802,4,7985,,,,,,,
19,1,0,11,213,1249802,4,7985,,,,,,,
21,1,0,6,213,1249802,4,7985,,,,,,,
15,2,2,2,213,1249803,4,7986,,,,,,,
22,1,0,18,213,1249804,4,7987,,,,,,,
16,1,0,15,213,1249805,4,7988,,,,,,,
17,2,1,2,213,1249805,4,7988,,,,,,,
17,1,0,10,213,1249807,4,7990,,,,,,,
20,1,0,11,213,1249807,4,7990,,,,,,,
20,1,0,13,213,1249807,4,7990,,,,,,,
24,1,0,9,213,1249807,4,7990,,,,,,,
6,1,2,17,214,1249810,5,7993,,,,,,,
15,1,0,22,213,1249810,4,7993,,,,,,,
16,2,1,2,213,1249810,4,7993,,,,,,,
14,1,0,13,213,1249811,4,7994,,,,,,,
22,1,0,6,213,1249811,4,7994,,,,,,,
13,2,2,6,213,1249812,4,7995,,,,,,,
13,1,0,23,213,1249813,4,7996,,,,,,,
14,1,0,20,213,1249813,4,7996,,,,,,,
13,2,1,19,213,1249814,4,7997,,,,,,,
14,2,1,16,213,1249814,4,7997,,,,,,,
17,1,0,17,213,1249814,4,7997,,,,,,,
19,1,0,5,213,1249814,4,7997,,,,,,,
11,1,0,21,213,1249815,4,7998,,,,,,,
16,1,0,17,213,1249815,4,7998,,,,,,,
24,1,0,8,213,1249815,4,7998,,,,,,,
12,2,2,17,214,1249816,5,7999,,,,,,,
21,1,0,4,213,1249816,4,7999,,,,,,,
18,1,0,15,213,1249819,4,8002,,,,,,,
13,1,0,18,213,1249822,4,8005,,,,,,,
16,1,0,9,213,1249822,4,8005,,,,,,,
1,0,1,14,214,1249823,5,8006,,,,,,,
14,1,0,23,213,1249823,4,8006,,,,,,,
18,1,0,17,213,1249823,4,8006,,,,,,,
11,2,2,23,214,1249824,5,8007,,,,,,,
14,1,0,19,213,1249824,4,8007,,,,,,,
14,2,2,3,213,1249824,4,8007,,,,,,,
17,1,0,11,213,1249824,4,8007,,,,,,,
24,1,0,7,213,1249824,4,8007,,,,,,,
24,1,0,12,213,1249824,4,8007,,,,,,,
6,1,1,13,214,1249825,5,8008,,,,,,,
15,2,1,6,213,1249825,4,8008,,,,,,,
19,1,0,16,213,1249825,4,8008,,,,,,,
21,1,0,7,213,1249825,4,8008,,,,,,,
16,1,0,18,213,1249826,4,8009,,,,,,,
1,0,1,16,214,1249827,5,8010,,,,,,,
14,2,1,6,213,1249828,4,8011,,,,,,,
22,1,0,5,213,1249828,4,8011,,,,,,,
15,1,0,17,213,1249829,4,8012,,,,,,,
18,1,0,12,213,1249829,4,8012,,,,,,,
18,1,0,14,213,1249830,4,8013,,,,,,,
16,1,0,14,213,1249831,4,8014,,,,,,,
20,1,0,24,213,1249831,4,8014,,,,,,,
23,1,0,8,213,1249831,4,8014,,,,,,,
6,1,1,5,213,1249832,4,8015,,,,,,,
12,2,2,10,213,1249832,4,8015,,,,,,,
12,2,2,19,214,1249832,5,8015,,,,,,,
17,1,0,12,213,1249832,4,8015,,,,,,,
13,2,1,21,213,1249834,4,8017,,,,,,,
13,2,1,13,213,1249835,4,8018,,,,,,,
16,1,0,10,213,1249835,4,8018,,,,,,,
11,1,0,20,213,1249836,4,8019,,,,,,,
2,0,2,23,214,1249838,5,8021,,,,,,,
14,2,1,12,213,1249838,4,8021,,,,,,,
6,1,2,18,213,1249840,4,8023,,,,,,,
12,2,1,21,213,1249841,4,8024,,,,,,,
23,1,0,14,213,1249842,4,8025,,,,,,,
5,1,1,20,213,1249843,4,8026,,,,,,,
15,2,1,3,213,1249843,4,8026,,,,,,,
15,1,0,16,213,1249844,4,8027,,,,,,,
18,1,0,7,213,1249844,4,8027,,,,,,,
19,1,0,7,213,1249844,4,8027,,,,,,,
12,2,2,9,213,1249846,4,8029,,,,,,,
17,1,0,8,213,1249847,4,8030,,,,,,,
14,2,1,5,213,1249848,4,8031,,,,,,,
13,1,0,21,213,1249849,4,8032,,,,,,,
17,2,1,1,213,1249849,4,8032,,,,,,,
18,2,1,0,213,1249849,4,8032,,,,,,,
19,1,0,8,213,1249849,4,8032,,,,,,,
6,1,2,15,213,1249850,4,8033,,,,,,,
8,1,1,0,213,1249850,4,8033,,,,,,,
13,2,2,5,213,1249850,4,8033,,,,,,,
16,2,2,0,213,1249850,4,8033,,,,,,,
1,0,1,5,214,1249851,5,8034,,,,,,,
2,0,2,10,214,1249851,5,8034,,,,,,,
6,1,2,16,214,1249852,5,8035,,,,,,,
23,1,0,4,213,1249852,4,8035,,,,,,,
24,1,0,6,213,1249852,4,8035,,,,,,,
12,2,2,15,214,1249853,5,8036,,,,,,,
13,2,1,8,213,1249853,4,8036,,,,,,,
14,1,0,10,213,1249853,4,8036,,,,,,,
18,1,0,10,213,1249853,4,8036,,,,,,,
12,2,2,7,213,1249855,4,8038,,,,,,,
17,1,0,24,213,1249855,4,8038,,,,,,,
16,1,0,5,213,1249856,4,8039,,,,,,,
5,1,1,22,213,1249857,4,8040,,,,,,,
7,1,1,1,213,1249857,4,8040,,,,,,,
11,1,0,23,213,1249857,4,8040,,,,,,,
14,2,2,2,213,1249857,4,8040,,,,,,,
18,1,0,9,213,1249857,4,8040,,,,,,,
12,2,1,19,213,1249858,4,8041,,,,,,,
18,1,0,19,213,1249858,4,8041,,,,,,,
20,1,0,19,213,1249861,4,8044,,,,,,,
11,2,2,17,213,1249862,4,8045,,,,,,,
12,1,0,13,213,1249862,4,8045,,,,,,,
7,1,2,3,213,1249863,4,8046,,,,,,,
13,2,1,11,213,1249863,4,8046,,,,,,,
13,1,0,17,213,1249864,4,8047,,,,,,,
17,1,0,20,213,1249864,4,8047,,,,,,,
3,0,2,1,214,1249866,5,8049,,,,,,,
11,2,2,24,213,1249867,4,8050,,,,,,,
13,1,0,20,213,1249867,4,8050,,,,,,,
16,1,0,7,213,1249867,4,8050,,,,,,,
13,2,1,16,213,1249868,4,8051,,,,,,,
15,1,0,10,213,1249868,4,8051,,,,,,,
16,1,0,8,213,1249868,4,8051,,,,,,,
21,1,0,5,213,1249868,4,8051,,,,,,,
14,1,0,14,213,1249869,4,8052,,,,,,,
11,2,2,18,214,1249870,5,8053,,,,,,,
11,2,2,22,214,1249870,5,8053,,,,,,,
15,1,0,23,213,1249870,4,8053,,,,,,,
17,1,0,4,213,1249870,4,8053,,,,,,,
18,1,0,20,213,1249870,4,8053,,,,,,,
24,1,0,3,213,1249870,4,8053,,,,,,,
11,2,2,16,214,1249872,5,8055,,,,,,,
12,2,1,18,213,1249872,4,8055,,,,,,,
13,1,0,16,213,1249872,4,8055,,,,,,,
15,2,1,2,213,1249872,4,8055,,,,,,,
15,2,2,1,213,1249872,4,8055,,,,,,,
16,1,0,6,213,1249873,4,8056,,,,,,,
8,1,2,1,213,1249875,4,8058,,,,,,,
13,1,0,19,213,1249875,4,8058,,,,,,,
17,1,0,21,213,1249876,4,8059,,,,,,,
23,1,0,3,213,1249876,4,8059,,,,,,,
15,1,0,12,213,1249877,4,8060,,,,,,,
2,0,2,5,214,1249878,5,8061,,,,,,,
15,1,0,19,213,1249878,4,8061,,,,,,,
18,1,0,3,213,1249878,4,8061,,,,,,,
12,2,1,14,213,1249879,4,8062,,,,,,,
19,1,0,3,213,1249879,4,8062,,,,,,,
14,2,1,4,213,1249880,4,8063,,,,,,,
17,1,0,7,213,1249880,4,8063,,,,,,,
6,1,2,10,213,1249881,4,8064,,,,,,,
14,1,0,8,213,1249882,4,8065,,,,,,,
12,2,1,16,213,1249883,4,8066,,,,,,,
14,1,0,11,213,1249884,4,8067,,,,,,,
16,1,0,4,213,1249884,4,8067,,,,,,,
20,1,0,4,213,1249884,4,8067,,,,,,,
15,1,0,20,213,1249886,4,8069,,,,,,,
18,1,0,5,213,1249886,4,8069,,,,,,,
12,1,0,10,213,1249887,4,8070,,,,,,,
15,1,0,7,213,1249887,4,8070,,,,,,,
24,1,0,2,213,1249887,4,8070,,,,,,,
24,2,0,20,213,1249887,4,8070,,,,,,,
13,2,1,5,213,1249889,4,8072,,,,,,,
13,2,1,10,213,1249889,4,8072,,,,,,,
15,1,0,21,213,1249889,4,8072,,,,,,,
5,1,1,21,213,1249890,4,8073,,,,,,,
13,2,2,4,213,1249890,4,8073,,,,,,,
14,1,0,9,213,1249890,4,8073,,,,,,,
12,2,1,15,213,1249891,4,8074,,,,,,,
18,1,0,16,213,1249891,4,8074,,,,,,,
14,2,1,7,213,1249892,4,8075,,,,,,,
12,2,1,24,213,1249893,4,8076,,,,,,,
5,1,1,23,213,1249894,4,8077,,,,,,,
12,2,1,13,213,1249894,4,8077,,,,,,,
13,2,1,22,213,1249894,4,8077,,,,,,,
2,0,2,17,214,1249896,5,8079,,,,,,,
6,1,1,3,213,1249896,4,8079,,,,,,,
12,1,0,14,213,1249896,4,8079,,,,,,,
12,2,2,6,213,1249896,4,8079,,,,,,,
15,1,0,18,213,1249896,4,8079,,,,,,,
15,1,0,8,213,1249897,4,8080,,,,,,,
24,2,0,21,213,1249897,4,8080,,,,,,,
22,1,0,3,213,1249898,4,8081,,,,,,,
5,1,1,18,214,1249899,5,8082,,,,,,,
6,1,2,13,213,1249899,4,8082,,,,,,,
19,1,0,4,213,1249899,4,8082,,,,,,,
7,1,2,4,213,1249900,4,8083,,,,,,,
18,1,0,11,213,1249900,4,8083,,,,,,,
6,1,1,4,213,1249901,4,8084,,,,,,,
11,2,2,14,214,1249901,5,8084,,,,,,,
12,2,2,8,213,1249901,4,8084,,,,,,,
13,1,0,13,213,1249902,4,8085,,,,,,,
12,2,1,9,214,1249903,5,8086,,,,,,,
15,1,0,6,213,1249903,4,8086,,,,,,,
16,1,0,3,213,1249903,4,8086,,,,,,,
12,1,0,16,213,1249904,4,8087,,,,,,,
6,1,1,6,213,1249905,4,8088,,,,,,,
12,2,2,12,213,1249905,4,8088,,,,,,,
15,1,0,9,213,1249905,4,8088,,,,,,,
2,0,2,15,214,1249906,5,8089,,,,,,,
11,1,0,14,213,1249906,4,8089,,,,,,,
11,2,2,19,213,1249906,4,8089,,,,,,,
12,2,1,20,213,1249906,4,8089,,,,,,,
13,2,1,9,213,1249906,4,8089,,,,,,,
20,1,0,5,213,1249906,4,8089,,,,,,,
11,2,2,9,214,1249907,5,8090,,,,,,,
11,2,2,20,214,1249907,5,8090,,,,,,,
13,1,0,14,213,1249907,4,8090,,,,,,,
5,1,1,17,213,1249908,4,8091,,,,,,,
5,1,1,19,214,1249909,5,8092,,,,,,,
11,2,1,20,213,1249909,4,8092,,,,,,,
12,1,0,23,213,1249909,4,8092,,,,,,,
13,1,0,15,213,1249909,4,8092,,,,,,,
14,2,1,3,213,1249909,4,8092,,,,,,,
16,1,0,22,213,1249909,4,8092,,,,,,,
17,2,1,0,213,1249909,4,8092,,,,,,,
21,1,0,3,213,1249909,4,8092,,,,,,,
12,1,0,9,213,1249910,4,8093,,,,,,,
16,2,1,1,213,1249910,4,8093,,,,,,,
24,2,0,18,213,1249910,4,8093,,,,,,,
2,0,2,13,214,1249911,5,8094,,,,,,,
12,1,0,24,213,1249911,4,8094,,,,,,,
16,1,0,16,213,1249911,4,8094,,,,,,,
13,2,1,6,213,1249912,4,8095,,,,,,,
20,1,0,2,213,1249912,4,8095,,,,,,,
16,1,0,11,213,1249914,4,8097,,,,,,,
20,1,0,3,213,1249915,4,8098,,,,,,,
14,1,0,21,213,1249916,4,8099,,,,,,,
22,2,0,21,213,1249916,4,8099,,,,,,,
6,1,2,8,213,1249917,4,8100,,,,,,,
6,1,2,9,214,1249917,5,8100,,,,,,,
13,2,1,7,213,1249917,4,8100,,,,,,,
11,2,2,15,214,1249918,5,8101,,,,,,,
23,1,0,2,213,1249918,4,8101,,,,,,,
14,1,0,15,213,1249921,4,8104,,,,,,,
15,1,0,11,213,1249921,4,8104,,,,,,,
23,2,0,17,213,1249921,4,8104,,,,,,,
2,0,2,9,214,1249924,5,8107,,,,,,,
6,1,2,6,213,1249924,4,8107,,,,,,,
11,2,2,11,214,1249924,5,8107,,,,,,,
15,1,0,14,213,1249924,4,8107,,,,,,,
22,1,0,2,213,1249924,4,8107,,,,,,,
6,1,2,11,214,1249925,5,8108,,,,,,,
14,1,0,5,213,1249925,4,8108,,,,,,,
17,1,0,5,213,1249927,4,8110,,,,,,,
11,1,0,24,213,1249928,4,8111,,,,,,,
13,2,2,3,213,1249928,4,8111,,,,,,,
11,2,2,10,214,1249929,5,8112,,,,,,,
10,2,2,23,213,1249930,4,8113,,,,,,,
1,0,1,8,214,1249931,5,8114,,,,,,,
2,0,2,16,214,1249931,5,8114,,,,,,,
5,1,1,14,213,1249931,4,8114,,,,,,,
23,2,0,23,213,1249931,4,8114,,,,,,,
5,1,1,24,213,1249932,4,8115,,,,,,,
12,1,0,20,213,1249932,4,8115,,,,,,,
10,1,0,20,213,1249933,4,8116,,,,,,,
13,1,0,22,213,1249933,4,8116,,,,,,,
13,2,1,17,213,1249933,4,8116,,,,,,,
15,2,2,0,213,1249933,4,8116,,,,,,,
6,1,2,12,213,1249934,4,8117,,,,,,,
14,1,0,17,213,1249934,4,8117,,,,,,,
15,1,0,15,213,1249934,4,8117,,,,,,,
11,2,2,21,214,1249937,5,8120,,,,,,,
14,1,0,22,213,1249937,4,8120,,,,,,,
13,1,0,7,213,1249938,4,8121,,,,,,,
12,2,1,22,213,1249939,4,8122,,,,,,,
5,1,1,11,213,1249940,4,8123,,,,,,,
10,2,2,22,213,1249940,4,8123,,,,,,,
18,1,0,2,213,1249940,4,8123,,,,,,,
23,2,0,14,213,1249941,4,8124,,,,,,,
21,1,0,2,213,1249942,4,8125,,,,,,,
6,1,2,7,213,1249943,4,8126,,,,,,,
10,1,0,18,213,1249944,4,8127,,,,,,,
12,2,1,12,213,1249944,4,8127,,,,,,,
15,2,1,1,213,1249944,4,8127,,,,,,,
18,1,0,4,213,1249944,4,8127,,,,,,,
15,1,0,3,213,1249945,4,8128,,,,,,,
12,1,0,18,213,1249946,4,8129,,,,,,,
12,2,2,5,213,1249946,4,8129,,,,,,,
17,1,0,6,213,1249946,4,8129,,,,,,,
1,0,1,3,214,1249949,5,8132,,,,,,,
2,0,2,6,214,1249949,5,8132,,,,,,,
24,2,0,23,213,1249949,4,8132,,,,,,,
13,1,0,24,213,1249950,4,8133,,,,,,,
12,1,0,6,213,1249951,4,8134,,,,,,,
24,2,0,12,213,1249951,4,8134,,,,,,,
12,2,1,10,213,1249953,4,8136,,,,,,,
14,2,2,1,213,1249953,4,8136,,,,,,,
24,2,0,19,213,1249953,4,8136,,,,,,,
12,1,0,7,213,1249954,4,8137,,,,,,,
12,1,0,12,213,1249954,4,8137,,,,,,,
12,1,0,15,213,1249954,4,8137,,,,,,,
12,1,0,17,213,1249954,4,8137,,,,,,,
24,1,0,1,212,1249954,3,8137,,,,,,,
24,2,0,14,213,1249954,4,8137,,,,,,,
24,2,0,24,213,1249954,4,8137,,,,,,,
11,2,2,12,214,1249956,5,8139,,,,,,,
8,1,2,0,213,1249957,4,8140,,,,,,,
5,1,1,15,213,1249958,4,8141,,,,,,,
14,1,0,6,213,1249958,4,8141,,,,,,,
12,2,1,23,213,1249960,4,8143,,,,,,,
14,1,0,18,213,1249962,4,8145,,,,,,,
23,1,0,1,212,1249964,3,8147,,,,,,,
1,0,1,20,214,1249965,5,8148,,,,,,,
13,1,0,9,213,1249965,4,8148,,,,,,,
19,1,0,2,213,1249965,4,8148,,,,,,,
5,1,2,21,213,1249966,4,8149,,,,,,,
11,1,0,8,213,1249966,4,8149,,,,,,,
22,2,0,16,213,1249966,4,8149,,,,,,,
22,2,0,19,213,1249966,4,8149,,,,,,,
5,1,1,16,214,1249967,5,8150,,,,,,,
12,2,1,8,213,1249967,4,8150,,,,,,,
19,2,0,23,213,1249967,4,8150,,,,,,,
13,1,0,12,213,1249968,4,8151,,,,,,,
14,1,0,16,213,1249968,4,8151,,,,,,,
20,1,0,1,213,1249968,4,8151,,,,,,,
21,2,0,18,213,1249968,4,8151,,,,,,,
21,2,0,14,213,1249969,4,8152,,,,,,,
22,1,0,1,213,1249969,4,8152,,,,,,,
24,2,0,15,213,1249969,4,8152,,,,,,,
12,2,1,7,213,1249970,4,8153,,,,,,,
14,1,0,7,213,1249970,4,8153,,,,,,,
21,1,0,1,213,1249970,4,8153,,,,,,,
12,2,1,11,213,1249971,4,8154,,,,,,,
13,1,0,11,213,1249974,4,8157,,,,,,,
15,1,0,24,213,1249974,4,8157,,,,,,,
21,2,0,22,213,1249975,4,8158,,,,,,,
11,2,2,8,213,1249976,4,8159,,,,,,,
12,1,0,22,213,1249977,4,8160,,,,,,,
13,2,2,2,213,1249977,4,8160,,,,,,,
24,2,0,13,213,1249977,4,8160,,,,,,,
23,2,0,21,213,1249978,4,8161,,,,,,,
23,2,0,16,213,1249979,4,8162,,,,,,,
7,1,2,2,213,1249980,4,8163,,,,,,,
16,2,1,0,213,1249980,4,8163,,,,,,,
2,0,2,19,214,1249983,5,8166,,,,,,,
6,1,1,2,213,1249983,4,8166,,,,,,,
11,1,0,22,213,1249983,4,8166,,,,,,,
12,2,2,4,213,1249983,4,8166,,,,,,,
24,1,0,0,212,1249983,3,8166,,,,,,,
1,0,1,6,214,1249984,5,8167,,,,,,,
2,0,2,12,214,1249984,5,8167,,,,,,,
20,2,0,21,213,1249987,4,8170,,,,,,,
21,2,0,21,213,1249989,4,8172,,,,,,,
11,1,0,18,213,1249992,4,8175,,,,,,,
11,2,1,17,213,1249992,4,8175,,,,,,,
17,1,0,3,213,1249992,4,8175,,,,,,,
23,2,0,15,213,1249992,4,8175,,,,,,,
10,2,2,21,214,1249993,5,8176,,,,,,,
11,2,2,13,214,1249993,5,8176,,,,,,,
21,2,0,23,213,1249993,4,8176,,,,,,,
23,1,0,0,212,1249993,3,8176,,,,,,,
19,2,0,21,213,1249994,4,8177,,,,,,,
1,0,1,7,214,1249995,5,8178,,,,,,,
2,0,2,14,214,1249995,5,8178,,,,,,,
11,2,1,11,213,1249995,4,8178,,,,,,,
11,2,1,23,213,1249995,4,8178,,,,,,,
12,1,0,8,213,1249995,4,8178,,,,,,,
24,2,0,16,213,1249995,4,8178,,,,,,,
14,2,1,2,213,1249996,4,8179,,,,,,,
6,1,2,5,213,1249997,4,8180,,,,,,,
20,2,0,19,213,1249997,4,8180,,,,,,,
10,1,0,10,213,1249998,4,8181,,,,,,,
11,1,0,19,213,1249998,4,8181,,,,,,,
20,2,0,20,213,1249998,4,8181,,,,,,,
13,2,1,3,213,1249999,4,8182,,,,,,,
10,1,0,8,213,1250001,4,8184,,,,,,,
14,1,0,12,213,1250001,4,8184,,,,,,,
20,2,0,16,213,1250001,4,8184,,,,,,,
10,1,0,13,213,1250002,4,8185,,,,,,,
15,1,0,5,213,1250002,4,8185,,,,,,,
12,1,0,5,213,1250003,4,8186,,,,,,,
18,1,0,1,213,1250003,4,8186,,,,,,,
24,2,0,10,213,1250003,4,8186,,,,,,,
22,2,0,23,213,1250004,4,8187,,,,,,,
9,1,0,23,213,1250005,4,8188,,,,,,,
11,1,0,7,213,1250005,4,8188,,,,,,,
22,2,0,14,213,1250005,4,8188,,,,,,,
11,1,0,13,213,1250006,4,8189,,,,,,,
11,2,1,8,214,1250006,5,8189,,,,,,,
22,1,0,0,212,1250006,3,8189,,,,,,,
1,0,1,4,214,1250008,5,8191,,,,,,,
2,0,2,8,214,1250008,5,8191,,,,,,,
12,1,0,19,213,1250008,4,8191,,,,,,,
13,2,1,4,213,1250008,4,8191,,,,,,,
5,1,1,12,213,1250009,4,8192,,,,,,,
10,2,2,24,213,1250009,4,8192,,,,,,,
11,1,0,12,213,1250009,4,8192,,,,,,,
14,1,0,24,213,1250009,4,8192,,,,,,,
15,1,0,4,213,1250009,4,8192,,,,,,,
22,2,0,24,213,1250009,4,8192,,,,,,,
